id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
310,Geno Smith,Playing,2023.0,"They wrote me off, I ain't write back though. That's for anyone who ever doubted themselves.",The viral post-game quote following a breakout victory as the Seahawks starter.,Press Conference,Reflection,Positive,Available,High,"Seattle Times, ESPN",https://www.espn.com/nfl/story/geno-smith-viral-quote-seahawks,
311,Khalil Mack,Playing,2024.0,Individual sacks don’t mean a thing without the ring. That’s the only stat I’m chasing now.,Discussing his career goals as he nears the end of his professional journey.,Instagram,Support,Positive,Active,Low,Chargers.com,https://www.chargers.com/news/khalil-mack-chasing-championship,
312,Cooper Kupp,Playing,2025.0,"Getting back to 100% was a mountain, but the view is worth it. I’m just grateful to play.",Reflecting on his return from a complex hamstring injury and surgery.,Twitter/X,Reflection,Positive,Active,Medium,Los Angeles Times,https://www.latimes.com/sports/rams/cooper-kupp-injury-return-reflection,
313,Bobby Wagner,Playing,2024.0,"Coming back to Seattle felt like coming home. I never should have left, but it made me better.",Reflecting on his return to the Seahawks after a season with the Rams.,Public Appearance,Support,Positive,Available,Medium,The News Tribune,https://www.thenewstribune.com/sports/nfl/seahawks/bobby-wagner-return-home,
314,Myles Garrett,Playing,2025.0,The DPOY race shouldn't be about popularity. Look at the tape. The impact is undeniable.,Expressing frustration over perceived media bias in defensive award voting.,Twitter/X,Controversy,Negative,Active,Medium,Cleveland.com,https://www.cleveland.com/browns/myles-garrett-dpoy-critique,
315,Deebo Samuel,Playing,2024.0,Told them I’m a wide-back. They finally starting to believe me now that everyone’s trying it.,Joking about his unique position and how other teams are trying to replicate his hybrid role.,Instagram,Humor,Positive,Active,Low,SFGate,https://www.sfgate.com/sports/49ers/deebo-samuel-wide-back-humor,
316,Peyton Manning,Retired,2024.0,I’m just glad I don’t have to actually run the 'Omaha' plays anymore. Watching from the booth is much better for my neck.,Joking about his famous audibles during a broadcast of a Monday Night Football ManningCast.,Podcast,Humor,Positive,Available,Medium,"Omaha Productions, ESPN",https://www.espn.com/nfl/story/_/id/39214567/peyton-manning-jokes-omaha-audibles-manningcast,
317,Ja'Marr Chase,Playing,2024.0,"I’m a man of my word. I’m going to wait until the time is right, but I know what I’m worth.",Discussing his ongoing contract negotiations and decision to sit out portions of training camp.,Press Conference,Controversy,Mixed,Available,High,"NFL Network, Cincinnati Enquirer",https://www.nfl.com/news/jamarr-chase-contract-holdout-bengals-update,
318,Harrison Butker,Playing,2024.0,I think it’s the move to embrace the traditional values that have served our country so well.,Addressing the backlash regarding his commencement speech at Benedictine College.,Public Appearance,Controversy,Negative,Available,High,"Variety, Fox News, AP",https://apnews.com/article/harrison-butker-commencement-speech-chiefs-6b2d1,
319,Jordan Love,Playing,2023.0,Learning from a legend like Aaron was the best thing that could have happened to my career.,Reflecting on his transition from backup to starter following Aaron Rodgers' departure to the Jets.,Press Conference,Reflection,Positive,Available,Medium,Green Bay Press-Gazette,https://www.packersnews.com/story/sports/nfl/packers/jordan-love-rodgers-mentorship,
320,Rob Gronkowski,Retired,2025.0,The only comeback I'm making is to the kitchen for more wings. My playing days are 100% over.,Responding to rumors that he might join a playoff contender for a late-season run.,Twitter/X,Humor,Positive,Active,Medium,Bleacher Report,https://bleacherreport.com/articles/gronkowski-shuts-down-comeback-rumors,
321,Josh Hines-Allen,Playing,2024.0,I wanted to honor my family and the legacy of my last name. It’s about who I am.,Announcing his legal name change from Josh Allen to Josh Hines-Allen to avoid confusion and honor his roots.,Instagram,Reflection,Positive,Active,Medium,"Jaguars.com, ESPN",https://www.jaguars.com/news/josh-hines-allen-name-change-announcement,
322,Rashee Rice,Playing,2024.0,I take full responsibility for my part in this matter and will continue to cooperate with authorities.,Releasing a statement following a high-speed multi-vehicle crash in Dallas involving his leased vehicle.,Instagram,Apology,Negative,Active,High,"TMZ Sports, Dallas Morning News",https://www.tmz.com/2024/04/03/rashee-rice-takes-responsibility-dallas-car-crash/,
323,Penei Sewell,Playing,2023.0,We’re building a culture here where losing isn't acceptable anymore. The North is ours.,Discussing the Detroit Lions' shift in mindset and their first division title in decades.,Press Conference,Support,Positive,Available,Medium,Detroit Free Press,https://www.freep.com/story/sports/nfl/lions/penei-sewell-culture-shift,
324,Von Miller,Playing,2025.0,I’ve got at least two more years of high-level sacks in these legs. Don't count me out.,Defending his performance levels as he returned from an ACL injury late in his career.,Twitter/X,Reflection,Mixed,Active,Low,Buffalo News,https://buffalonews.com/sports/bills/von-miller-longevity-comments,
325,Eli Manning,Retired,2024.0,"If I could throw the ball to myself like Daniel Jones did, I might still be playing.",Playfully critiquing a play where Daniel Jones caught his own deflected pass.,Twitter/X,Humor,Positive,Active,Low,NY Post,https://nypost.com/sports/eli-manning-jokes-about-daniel-jones-catch,
326,Justin Reid,Playing,2024.0,"If they need me to kick, I’m ready. I’ve been practicing my whole life for this.",Volunteering to handle kickoff duties under the NFL's new dynamic kickoff rules.,Press Conference,Support,Positive,Available,Medium,Arrowhead Pride,https://www.arrowheadpride.com/justin-reid-kickoff-readiness,
327,Joe Mixon,Playing,2024.0,"I'm grateful for the time in Cincy, but Houston is where I'm going to finish the story.",First social media post after being traded from the Bengals to the Texans.,Twitter/X,Reflection,Positive,Active,Medium,Houston Chronicle,https://www.houstonchronicle.com/sports/texans/joe-mixon-trade-reaction,
328,Caleb Williams,Playing,2024.0,Being the number one pick is a responsibility I don't take lightly. I'm here to work.,Reflecting on his selection as the first overall pick by the Chicago Bears.,Press Conference,Reflection,Positive,Available,High,"Chicago Tribune, NFL.com",https://www.nfl.com/news/caleb-williams-bears-number-one-pick-reaction,
329,Odell Beckham Jr.,Playing,2024.0,The media creates the 'diva' narrative because they can't handle the passion. I just want to win.,Defending his reputation during a post-game interview with the Dolphins.,Public Appearance,Controversy,Mixed,Available,Medium,Miami Herald,https://www.miamiherald.com/sports/obj-diva-narrative-response,
330,Cam Heyward,Playing,2024.0,I want to retire a Steeler. I’ve given everything to this city and I hope they know that.,Discussing his contract status and future with the Pittsburgh Steelers organization.,Podcast,Support,Positive,Available,Medium,Not Just Football Podcast,https://www.steelers.com/news/cam-heyward-retirement-plans,
331,Gardner Minshew,Playing,2024.0,It doesn't matter who starts. I'm here to compete and make this quarterback room better.,Commenting on the Raiders' quarterback competition during training camp.,Press Conference,Support,Positive,Available,Low,Las Vegas Review-Journal,https://www.reviewjournal.com/sports/raiders/gardner-minshew-qb-battle,
332,Antonio Brown,Retired,2022.0,I’m done with the NFL. They need me more than I need them. CTESPN.,Announcing his 'retirement' again while criticizing league leadership and player safety.,Twitter/X,Controversy,Negative,Active,Medium,CBS Sports,https://www.cbssports.com/nfl/antonio-brown-tweets-retirement-criticism,
333,Devon Witherspoon,Playing,2024.0,We’re the youngest and hungriest secondary in the league. Just wait for the highlights.,Promising a dominant season for the Seahawks defensive backfield.,Instagram,Support,Positive,Active,Low,Seattle Times,https://www.seattletimes.com/sports/seahawks/devon-witherspoon-season-preview,
334,Baker Mayfield,Playing,2024.0,"I’m a bit of a nomad, but I think I’ve finally found a home where the vibes are right.",Joking about his journey through multiple NFL teams before settling in Tampa Bay.,Podcast,Humor,Positive,Available,Low,Pardon My Take,https://www.barstoolsports.com/podcast/baker-mayfield-tampa-home,
335,Marshawn Lynch,Retired,2024.0,"I'm just here so I don't get fined... still. Just kidding, I'm here for the Skittles.",Appearing at a marketing event for the Super Bowl and referencing his famous 2015 quote.,Public Appearance,Humor,Positive,Available,Medium,USA Today,https://ftw.usatoday.com/2024/02/marshawn-lynch-skittles-commercial-super-bowl,
336,Aaron Rodgers,Playing,2026.0,"The decision is imminent, but I’ve got to be clear—my relationship with Mike (McCarthy) is better than it’s ever been.",Addressing rumors regarding his potential retirement and his reunion with Mike McCarthy in Pittsburgh.,Podcast,Reflection,Mixed,Available,High,"Heavy Sports, Sports Boom",https://heavy.com/sports/nfl/pittsburgh-steelers/aaron-rodgers-return-steelers-imminent/,
337,Tom Brady,Retired,2026.0,I’m treating the booth like the film room now. I’m done trying to 'sound' like a broadcaster.,Discussing his tactical shift in broadcasting style during his second full year with FOX Sports.,Public Appearance,Reflection,Positive,Available,Medium,"FOX Sports, The Athletic",https://awfulannouncing.com/fox/tom-brady-year-2-broadcasting-improvement.html,
338,Jayden Reed,Playing,2026.0,Green Bay is where I grew up as a pro. Getting this extension means the work is just beginning.,Reacting to his $50.3 million contract extension with the Packers.,Instagram,Support,Positive,Active,Medium,"FOX Sports, Ian Rapoport",https://www.foxsports.com/stories/nfl/2026-nfl-free-agency-trades-tracker-signings-updates,
339,George Pickens,Playing,2026.0,The tag is what it is. I’m here to show Dallas why they shouldn't let me hit the market again.,Commenting on playing for the Cowboys under the franchise tag after a surprise off-season move.,Press Conference,Controversy,Mixed,Available,Medium,"Dallas Morning News, FOX Sports",https://www.foxsports.com/nfl/george-pickens-franchise-tag-cowboys,
340,DJ Campbell,Playing,2026.0,My immediate reaction was it's just time to run it back again. Reunion with Quinn and the guys is a blessing.,Expressing excitement after being drafted by the Dolphins and reuniting with former Texas teammates.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-g-dj-campbell-nfl-draft-day-3-apr-28,
341,Jaxon Smith-Njigba,Playing,2026.0,Seattle believed in me from day one. This contract is for the city that took a chance on me.,"Confirming his massive four-year, $168.6 million extension with the Seahawks.",Twitter/X,Support,Positive,Active,Medium,"ESPN, Seattle Times",https://www.seattletimes.com/sports/seahawks/jaxon-smith-njigba-record-extension,
342,Breece Hall,Playing,2026.0,"Tag or no tag, I’m the best back in the league. The numbers don’t lie, even if the contracts do.",Reacting to the New York Jets placing the franchise tag on him for the 2026 season.,Twitter/X,Controversy,Mixed,Active,High,"NFL.com, Ian Rapoport",https://www.nfl.com/news/breece-hall-franchise-tag-jets-reaction,
343,Ty Simpson,Playing,2026.0,"I know there’s pressure being the guy to follow Stafford, but I’ve been preparing for this my whole life.",First public statement after being drafted 13th overall by the Los Angeles Rams.,Public Appearance,Reflection,Positive,Available,Medium,"Sports Illustrated, Rams.com",https://www.si.com/nfl/rams/ty-simpson-draft-reaction,
344,Jerry Jones,Management,2026.0,"There’s no tension. I have the utmost respect for the Rooney family, regardless of how Draft night looked.",Clearing the air regarding a perceived conflict with the Steelers front office during the 2026 Draft.,Press Conference,Support,Positive,Available,Medium,"Steeler Nation, Dallas Morning News",https://www.steelernation.com/2026/04/27/cowboys-jerry-jones-controversial,
345,Jaylen Waddle,Playing,2026.0,Denver’s altitude is just going to make the 'Waddle' celly look even faster.,Expressing optimism following his high-profile trade from Miami to the Denver Broncos.,Instagram,Humor,Positive,Active,Medium,"Mile High Report, NFL Network",https://www.nfl.com/news/jaylen-waddle-broncos-trade-reaction,
346,Joe Flacco,Playing,2026.0,"If the arm still works and the team still wants me, why would I be anywhere else but on a field?",Commenting on signing a veteran deal with the Cincinnati Bengals at age 41.,Public Appearance,Reflection,Positive,Available,Low,"Cincinnati Enquirer, FOX Sports",https://www.foxsports.com/nfl/joe-flacco-bengals-signing-2026,
347,Travon Walker,Playing,2026.0,"Duval is home. We’re building a championship defense here, and I’m glad to be a pillar of it.","Announcing his four-year, $110 million contract extension with the Jacksonville Jaguars.",Instagram,Support,Positive,Active,Medium,"Jaguars.com, ESPN",https://www.jaguars.com/news/travon-walker-extension-announcement,
348,Minkah Fitzpatrick,Playing,2026.0,I’m ready for a fresh start in New York. The Jets are building something special in the secondary.,Reacting to his trade from the Dolphins and subsequent extension with the New York Jets.,Twitter/X,Support,Positive,Active,High,"NFL.com, Ian Rapoport",https://www.nfl.com/news/minkah-fitzpatrick-jets-trade-extension,
349,Travis Kelce,Playing,2026.0,"Every time I go to a concert, people think I’m retiring. I’m just enjoying life and football, alright?",Shutting down retirement rumors on a live episode of the New Heights podcast.,Podcast,Humor,Positive,Available,Medium,"New Heights, People",https://www.newheightspod.com/kelce-retirement-rumors-response,
350,Nick Chubb,Playing,2025.0,"I never doubted the return. The work was hard, but Cleveland never stopped believing in me.",Reflecting on his successful return to form following a devastating knee injury.,Press Conference,Reflection,Positive,Available,High,"Cleveland.com, ESPN",https://www.cleveland.com/browns/nick-chubb-comeback-reflection,
351,Caleb Williams,Playing,2026.0,"Year three is when the vision really comes together. Chicago deserves a winner, and we’re close.",Setting goals for the 2026 season after establishing himself as the Bears' franchise cornerstone.,Instagram,Support,Positive,Active,Medium,Chicago Tribune,https://www.chicagotribune.com/sports/bears/caleb-williams-year-3-outlook,
352,Justin Herbert,Playing,2025.0,Jim brings a level of intensity that changes the whole building. It’s exactly what we needed.,Praising head coach Jim Harbaugh's impact on the Chargers organization during their first season together.,Public Appearance,Support,Positive,Available,Medium,"Chargers.com, Athletic",https://www.chargers.com/news/herbert-harbaugh-impact-reflection,
353,Brock Purdy,Playing,2024.0,"If the 'system' wins games, then I’m happy to be a part of it. The ring is the only validation I need.",Responding to critics who labeled him a 'system quarterback' during the 49ers' Super Bowl run.,Press Conference,Reflection,Mixed,Available,High,"NBC Sports, SF Gate",https://www.nbcsports.com/bayarea/49ers/brock-purdy-system-qb-response,
354,Jason Kelce,Retired,2026.0,"I’m basically a professional cheerleader now, and the pay is surprisingly similar.",Joking about his post-retirement life during a live 'New Heights' tour event.,Public Appearance,Humor,Positive,Available,Low,New Heights Live,https://www.newheightspod.com/jason-kelce-live-tour-jokes,
355,Saquon Barkley,Playing,2024.0,"I know the fans are hurt, but this was a business decision for my family and my future.",Explaining his decision to leave the New York Giants for the rival Philadelphia Eagles.,Twitter/X,Apology,Negative,Active,High,"Bleacher Report, NY Post",https://www.bleacherreport.com/articles/saquon-barkley-giants-eagles-explanation,
356,Fernando Mendoza,Playing,2026.0,"Raider Nation, I’m home. I’m ready to learn from Kirk and lead this franchise back to where it belongs.",First public reaction after being selected No. 1 overall by the Las Vegas Raiders in the 2026 NFL Draft.,Press Conference,Support,Positive,Available,High,"NFL.com, Las Vegas Review-Journal",https://www.nfl.com/news/fernando-mendoza-raiders-number-one-pick-reaction,
357,David Bailey,Playing,2026.0,"The Jets got a dog. I’m coming for every quarterback in this division. East Coast, let’s go.",Addressing fans on social media after being drafted No. 2 overall by the New York Jets.,Instagram,Support,Positive,Active,High,"New York Post, ESPN",https://nypost.com/sports/jets-david-bailey-draft-reaction,
358,Jeremiyah Love,Playing,2026.0,Arizona is getting a playmaker. I’m ready to prove I was the best skill player in this class.,Commenting on his selection at No. 3 overall by the Arizona Cardinals.,Twitter/X,Reflection,Positive,Active,Medium,"Arizona Republic, The Athletic",https://www.azcentral.com/sports/cardinals/jeremiyah-love-draft-day,
359,John Harbaugh,Management,2026.0,The Giants are a foundation of this league. I’m honored to lead this transition and bring a winning culture back to MetLife.,Introductory press conference after being named the new head coach of the New York Giants.,Press Conference,Support,Positive,Available,High,"Giants.com, FOX Sports",https://www.giants.com/news/john-harbaugh-introductory-press-conference,
360,Kirk Cousins,Playing,2026.0,I’ve been where Fernando is. My job is to win games and help him become the future of this league.,Discussing the dynamic of the Raiders' QB room following the 2026 Draft.,Public Appearance,Support,Positive,Available,Medium,"NFL Network, PFT",https://profootballtalk.nbcsports.com/kirk-cousins-mendoza-mentorship,
361,Tyreek Hill,Free Agent,2026.0,"Business is business. Miami will always be special, but the Cheetah still has plenty of speed for whoever wants to win.",Breaking his silence after being released by the Miami Dolphins in a salary-cap move.,Twitter/X,Reflection,Mixed,Active,High,"Miami Herald, Bleacher Report",https://www.miamiherald.com/sports/tyreek-hill-release-reaction,
362,Will Anderson Jr.,Playing,2026.0,"I wanted to stay a Texan for life. This city embraced me, and I’m ready to pay them back with a ring.","Reacting to his record-breaking three-year, $150 million extension with Houston.",Instagram,Support,Positive,Active,High,"Houston Chronicle, ESPN",https://www.houstonchronicle.com/sports/texans/will-anderson-jr-extension,
363,Kyler Murray,Playing,2026.0,"Skol. New colors, same mission. Can’t wait to get to work in the Twin Cities.",First social media post in a Vikings jersey after a blockbuster off-season trade.,Twitter/X,Support,Positive,Active,Medium,"Star Tribune, NFL Network",https://www.startribune.com/sports/vikings/kyler-murray-arrival,
364,Malik Willis,Playing,2026.0,"They gave me a chance to compete, and that’s all I ever asked for. Fins up.",Discussing his transition to becoming the projected starter for the Miami Dolphins.,Press Conference,Reflection,Positive,Available,Medium,"Sun Sentinel, CBS Sports",https://www.sun-sentinel.com/sports/dolphins/malik-willis-opportunity,
365,Carnell Tate,Playing,2026.0,Tennessee felt like the right fit from the first visit. I’m ready to be the spark this offense needs.,Sharing his excitement after being selected No. 4 overall by the Titans.,Instagram,Support,Positive,Active,Medium,The Tennessean,https://www.tennessean.com/sports/titans/carnell-tate-draft-reaction,
366,Mike McCarthy,Management,2026.0,Aaron and I have a shared history that few can match. We both know what it takes to get to the mountaintop.,Commenting on his reunion with Aaron Rodgers in Pittsburgh.,Press Conference,Support,Positive,Available,Medium,Pittsburgh Post-Gazette,https://www.post-gazette.com/sports/steelers/mccarthy-rodgers-reunion,
367,Caleb Downs,Playing,2026.0,Being a Cowboy is a dream. I’m ready to learn from the veterans and fly around the field.,Reflecting on his draft night after being selected by Dallas with a pick acquired from Miami.,Public Appearance,Reflection,Positive,Available,Medium,Dallas Morning News,https://www.dallasnews.com/sports/cowboys/caleb-downs-draft-profile,
368,Francis Mauigoa,Playing,2026.0,The Giants are getting a wall. Nobody is getting past me on my watch.,Promising to protect the blindside after being drafted in the top 10 by New York.,Twitter/X,Support,Positive,Active,Low,SNY,https://www.sny.tv/giants/francis-mauigoa-draft-interview,
369,Isaiah Likely,Playing,2026.0,Coach Harbaugh knows my game. I’m excited to show New York what we can do together.,Addressing his move to the Giants in free agency following John Harbaugh's hire.,Instagram,Support,Positive,Active,Medium,Giants Wire,https://giantswire.usatoday.com/isaiah-likely-giants-signing,
370,Caden Barnett,Playing,2026.0,Chicago is a blue-collar town and I’m a blue-collar player. It’s a perfect match.,Commenting on signing with the Bears as an undrafted free agent from Wyoming.,Twitter/X,Support,Positive,Active,Low,"Wyoming Athletics, Chicago Tribune",https://gowyo.com/news/2026/4/26/caden-barnett-bears-signing,
371,Brian Schottenheimer,Management,2026.0,"We love George's passion, but we need to find common ground. The team comes first.",Addressing the media regarding George Pickens' absence from voluntary workouts while on the franchise tag.,Press Conference,Controversy,Mixed,Available,Medium,DallasCowboys.com,https://www.dallascowboys.com/news/schottenheimer-pickens-update,
372,Jerod Mayo,Management,2026.0,"We drafted for tough, smart, and dependable. This class defines the new era of Patriots football.",Reviewing the Patriots' 2026 draft class which focused heavily on offensive line depth.,Public Appearance,Support,Positive,Available,Medium,"Patriots.com, Boston Herald",https://www.patriots.com/news/jerod-mayo-draft-recap,
373,Marquez Valdes-Scantling,Playing,2026.0,Ready to bring some veteran speed to Big D. Let’s go to work.,Reacting to signing a one-year deal with the Dallas Cowboys late in the off-season.,Twitter/X,Support,Positive,Active,Low,FOX Sports,https://www.foxsports.com/nfl/mvs-cowboys-signing,
374,Rueben Bain Jr.,Playing,2026.0,"Chiefs Kingdom, I’m ready to contribute to this dynasty. Putting on this jersey is surreal.",First media appearance after being drafted by the Kansas City Chiefs in the first round.,Press Conference,Reflection,Positive,Available,Medium,KMBC News,https://www.kmbc.com/article/chiefs-draft-rueben-bain-jr,
375,Arch Manning,Management,2026.0,Watching the draft this year just makes me more hungry for when my name is on that board.,Responding to media hype positioning him as the likely No. 1 pick for the 2027 NFL Draft.,Podcast,Reflection,Positive,Available,High,"The Pat McAfee Show, ESPN",https://www.espn.com/college-football/story/arch-manning-nfl-draft-anticipation,
376,Brock Bowers,Playing,2026.0,Having a guy like Fernando coming in at number one changes the energy in the building. We’re ready to let it fly.,Reacting to the Las Vegas Raiders selecting quarterback Fernando Mendoza with the first overall pick.,Press Conference,Support,Positive,Available,Medium,"Las Vegas Review-Journal, Raiders.com",https://www.raiders.com/news/bowers-mendoza-draft-reaction,
377,Sauce Gardner,Playing,2026.0,David Bailey is a problem. Adding that kind of speed to the edge is going to make my job a whole lot easier.,Welcoming defensive end David Bailey to the New York Jets after his selection at No. 2 overall.,Twitter/X,Support,Positive,Active,Medium,"NY Post, ESPN",https://nypost.com/sports/jets-sauce-gardner-bailey-welcome,
378,Marvin Harrison Jr.,Playing,2026.0,Jeremiyah is the missing piece. You can't stack the box against him without leaving us one-on-one on the outside.,Discussing the dynamic of the Cardinals' offense following the draft of running back Jeremiyah Love.,Public Appearance,Support,Positive,Available,Medium,Arizona Republic,https://www.azcentral.com/sports/cardinals/harrison-jr-love-duo,
379,Will Levis,Playing,2026.0,"I’ve watched Carnell since Ohio State. He’s a technician, and I’m pumped to get to work with him in camp.",Expressing excitement over the Titans selecting wide receiver Carnell Tate at No. 4 overall.,Instagram,Support,Positive,Active,Medium,The Tennessean,https://www.tennessean.com/sports/titans/levis-tate-reaction,
380,Lamar Jackson,Playing,2026.0,"It’s weird not seeing Coach John on the sideline, but that’s the league. I wish him the best in New York.",Reflecting on head coach John Harbaugh’s departure from Baltimore to join the Giants.,Press Conference,Reflection,Mixed,Available,High,"Baltimore Sun, NFL.com",https://www.baltimoresun.com/sports/ravens/lamar-jackson-harbaugh-giants-comment,
381,Jaxson Dart,Playing,2026.0,Coach Harbaugh has a plan for us. I’m just soaking up everything he says about game management.,Commenting on his first offseason working with new Giants head coach John Harbaugh.,Press Conference,Support,Positive,Available,Medium,Giants.com,https://www.giants.com/news/jaxson-dart-john-harbaugh-mentorship,
382,Tyreek Hill,Free Agent,2026.0,The knee feels great. I’m ahead of schedule and the Cheetah will be back on a field sooner than you think.,Providing an update on his ACL recovery and impending free agency after being released by Miami.,Twitter/X,Reflection,Positive,Active,High,"The Guardian, ESPN",https://www.theguardian.com/sport/2026/feb/16/tyreek-hill-recovery-update,
383,Andrew Thomas,Playing,2026.0,Protecting Jaxson is my priority. Drafting Francis Mauigoa just makes that wall even stronger.,Reacting to the Giants' first-round selection of offensive lineman Francis Mauigoa.,Public Appearance,Support,Positive,Available,Low,SNY,https://www.sny.tv/giants/andrew-thomas-draft-reaction,
384,Jim Harbaugh,Management,2026.0,"I’m happy for John. The Giants are getting a champion, but I told him I’m still the better coach in the family.",Joking about his brother John Harbaugh's new role with the New York Giants.,Press Conference,Humor,Positive,Available,Medium,"Chargers.com, NFL Network",https://www.chargers.com/news/jim-harbaugh-brother-giants-comment,
385,Aaron Rodgers,Playing,2026.0,The tender gives us some flexibility. I love what we’re building here in Pittsburgh and I’m not done yet.,Addressing the Steelers' decision to place an unrestricted free agent tender on him for the 2026 season.,Podcast,Reflection,Positive,Available,High,"NFL.com, Pat McAfee Show",https://www.nfl.com/news/aaron-rodgers-steelers-tender-reaction,
386,Mike Tomlin,Management,2026.0,We want Aaron back. He’s a veteran leader who understands the standard we set here.,Confirming the team's desire to retain Aaron Rodgers following their 2025 playoff run.,Press Conference,Support,Positive,Available,Medium,Pittsburgh Post-Gazette,https://www.post-gazette.com/sports/steelers/tomlin-rodgers-future,
387,Carnell Tate,Playing,2026.0,"I’m ready to be the playmaker this city deserves. Nashville, let’s go to work.",First public statement after being drafted by the Tennessee Titans at No. 4 overall.,Twitter/X,Support,Positive,Active,Medium,Paul Kuharsky,https://www.paulkuharsky.com/news/carnell-tate-titans-draft-reaction,
388,Jeremiyah Love,Playing,2026.0,Going top three is a blessing. I'm ready to show the Cardinals they made the right call passing on an edge rusher.,Draft night interview after being selected by the Arizona Cardinals.,Public Appearance,Reflection,Positive,Available,Medium,"The Athletic, NFL.com",https://www.nfl.com/news/jeremiyah-love-cardinals-draft-reaction,
389,David Bailey,Playing,2026.0,The New York Sack Exchange is back open for business. See you on Sundays.,Addressing Jets fans after his selection as the No. 2 overall pick.,Instagram,Support,Positive,Active,Medium,NY Post,https://nypost.com/sports/jets-david-bailey-sack-exchange,
390,Sonny Styles,Playing,2026.0,"I don't care where I was drafted, I just care about what I do next. The film will speak for itself.",Reacting to his draft selection and sliding out of the top five.,Public Appearance,Reflection,Mixed,Available,Low,ESPN,https://www.espn.com/nfl/story/sonny-styles-draft-reaction,
391,Bradley Chubb,Free Agent,2026.0,"I’m grateful for my time in Miami. To the fans, thanks for everything. Next chapter starts now.",Bidding farewell to the Dolphins after being released in a salary cap move.,Instagram,Reflection,Positive,Active,Medium,"Miami Herald, WKZO",https://wkzo.com/2026/02/16/bradley-chubb-dolphins-farewell,
392,Cam Skattebo,Playing,2026.0,Recovery is going well. I’ll be 100% by training camp and ready to lead this backfield.,Providing an injury update to Giants fans regarding his return for the 2026 season.,Twitter/X,Reflection,Positive,Active,Low,Giants Wire,https://giantswire.usatoday.com/cam-skattebo-injury-update,
393,Roger Goodell,Management,2026.0,The energy in Nashville this week was incredible. The NFL Draft continues to be a world-class celebration of football.,Closing statement following the conclusion of the 2026 NFL Draft.,Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/roger-goodell-draft-closing-remarks,
394,Malik Willis,Playing,2026.0,I'm not looking over my shoulder. Coach Hafley has given me the keys and I’m ready to drive.,Commenting on his status as the Dolphins' projected starter under new HC Jeff Hafley.,Press Conference,Support,Positive,Available,Medium,Sun Sentinel,https://www.sun-sentinel.com/sports/dolphins/willis-starter-comments,
395,Peyton Manning,Retired,2026.0,"I’ve seen a lot of young QBs, but Mendoza’s poise reminds me a bit of—dare I say—myself. Good luck, kid.",Analyzing No. 1 pick Fernando Mendoza during an Omaha Productions draft recap segment.,Public Appearance,Humor,Positive,Available,High,"Omaha Productions, ESPN",https://www.espn.com/nfl/story/peyton-manning-mendoza-analysis,
396,Ryan Cowden,Management,2026.0,Dametrious is a massive individual with natural pass pro ability. We think he can contribute on both sides of the tackle position.,Discussing the versatility of draft pick Dametrious Crownover during a post-draft press conference.,Press Conference,Support,Positive,Available,Medium,Patriots.com,https://www.patriots.com/news/transcript-ryan-cowden-press-conference-4-25,
397,Eric DeCosta,Management,2026.0,Adam Randall is kind of a 'jackknife' for us. He’s a phenomenal kid with one of the best makeups in this draft.,Evaluating the selection of Adam Randall and his potential impact on special teams.,Press Conference,Support,Positive,Available,Medium,BaltimoreRavens.com,https://www.baltimoreravens.com/news/transcript-press-conference-4-25-26-x0959,
398,George Paton,Management,2026.0,You factor in that our first-round pick is a really good player in Jaylen Waddle. We feel good about the class as a whole.,General Manager George Paton reflecting on the 2026 draft class following the trade for Jaylen Waddle.,Press Conference,Support,Positive,Available,High,DenverBroncos.com,https://www.denverbroncos.com/news/broncos-feel-really-good-following-2026-nfl-draft-helped-our-team-at-key-roster-spots,
399,Seydou Traore,Playing,2026.0,Dreams do come true. My message to athletes anywhere is to put in the work and really pursue it.,"First media appearance after being drafted by the Miami Dolphins, discussing his journey from the NFL Academy.",Press Conference,Reflection,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-te-seydou-traore-nfl-draft-day-3-apr-27,
400,Michael Taaffe,Playing,2026.0,"I’m going to put my head down, not say a word, and be humble. You have to earn your stripes as a rookie.",Discussing his transition from a Texas walk-on to an NFL draft pick for the Miami Dolphins.,Press Conference,Reflection,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-s-michael-taaffe-nfl-draft-day-3-apr-27,
401,Teair Tart,Playing,2026.0,"I got a new contract, but it don't change the goals or the ambition I got for myself and this team.",Addressing his mindset following a multi-year contract extension with the Los Angeles Chargers.,Press Conference,Support,Positive,Available,Medium,Chargers.com,https://www.chargers.com/news/teair-tart-stats-contract-free-agent-quote,
402,Zac Taylor,Management,2026.0,We’re not looking to draft practice squad players. We’re looking for guys who can come in and compete.,Closing remarks on the Cincinnati Bengals' 2026 draft strategy.,Press Conference,Support,Positive,Available,High,Bengals.com,https://www.bengals.com/news/zac-taylor-post-2026-nfl-draft-quotes,
